




Julian Date (days)   sc_1_X (km)   sc_1_Y (km)   sc_1_Z (km)   sc_1_V_X (km/s)   sc_1_V_Y (km/s)   sc_1_V_Z (km/s)
2464184.31532   -120562504.23828   -89533216.13333   1005604.56947   17.75703   -23.76927   -0.14811
2464184.68068   -120000173.04120   -90281054.33281   1000914.19890   17.90567   -23.65816   -0.14935
2464185.04605   -119433165.16791   -91025374.07647   996184.82046   18.05362   -23.54613   -0.15058
2464185.41141   -118861502.46210   -91766146.16298   991416.61634   18.20088   -23.43317   -0.15181
2464185.77678   -118285206.94917   -92503341.52451   986609.77026   18.34743   -23.31930   -0.15303
2464186.14214   -117704300.83551   -93236931.22785   981764.46743   18.49328   -23.20450   -0.15425
2464186.50751   -117118806.50766   -93966886.47553   976880.89459   18.63841   -23.08880   -0.15546
2464186.87287   -116528746.53151   -94693178.60693   971959.23995   18.78283   -22.97219   -0.15667
2464187.23824   -115934143.65151   -95415779.09940   966999.69323   18.92652   -22.85468   -0.15786
2464187.60360   -115335020.78985   -96134659.56936   962002.44561   19.06948   -22.73627   -0.15906
2464187.96897   -114731401.04561   -96849791.77339   956967.68976   19.21171   -22.61697   -0.16024
2464188.33433   -114123307.69398   -97561147.60936   951895.61983   19.35319   -22.49678   -0.16142
2464188.69970   -113510764.18535   -98268699.11749   946786.43140   19.49393   -22.37570   -0.16260
2464189.06507   -112893794.14455   -98972418.48145   941640.32154   19.63392   -22.25374   -0.16377
2464189.43043   -112272421.36994   -99672278.02947   936457.48874   19.77315   -22.13091   -0.16493
2464189.79580   -111646669.83257   -100368250.23536   931238.13294   19.91162   -22.00721   -0.16608
2464190.16116   -111016563.67534   -101060307.71964   925982.45552   20.04932   -21.88264   -0.16723
2464190.52653   -110382127.21210   -101748423.25057   920690.65928   20.18625   -21.75721   -0.16837
2464190.89189   -109743384.92676   -102432569.74525   915362.94844   20.32239   -21.63093   -0.16951
2464191.25726   -109100361.47246   -103112720.27065   909999.52863   20.45776   -21.50379   -0.17064
2464191.62262   -108453081.67065   -103788848.04469   904600.60688   20.59233   -21.37581   -0.17176
2464191.98799   -107801570.51016   -104460926.43727   899166.39162   20.72611   -21.24698   -0.17288
2464192.35335   -107145853.14637   -105128928.97130   893697.09268   20.85908   -21.11732   -0.17398
2464192.71872   -106485954.90024   -105792829.32381   888192.92124   20.99125   -20.98683   -0.17509
2464193.08408   -105821901.25742   -106452601.32688   882654.08990   21.12262   -20.85550   -0.17618
2464193.44945   -105153717.86733   -107108218.96877   877080.81258   21.25316   -20.72336   -0.17727
2464193.81481   -104481430.54221   -107759656.39488   871473.30459   21.38288   -20.59040   -0.17835
2464194.18018   -103805065.25620   -108406887.90880   865831.78257   21.51178   -20.45662   -0.17943
2464194.54555   -103124648.14442   -109049887.97331   860156.46451   21.63985   -20.32204   -0.18050
2464194.91091   -102440205.50198   -109688631.21138   854447.56975   21.76708   -20.18666   -0.18156
2464195.27628   -101751763.78304   -110323092.40722   848705.31894   21.89347   -20.05048   -0.18261
2464195.64164   -101059349.59988   -110953246.50721   842929.93404   22.01901   -19.91350   -0.18366
2464196.00701   -100362989.72188   -111579068.62096   837121.63833   22.14370   -19.77574   -0.18470
2464196.37237   -99662711.07460   -112200534.02224   831280.65641   22.26754   -19.63720   -0.18573
2464196.73774   -98958540.73877   -112817618.15001   825407.21415   22.39051   -19.49789   -0.18676
2464197.10310   -98250505.94928   -113430296.60936   819501.53872   22.51262   -19.35780   -0.18778
2464197.46847   -97538634.09428   -114038545.17251   813563.85855   22.63385   -19.21695   -0.18879
2464197.83383   -96822952.71405   -114642339.77974   807594.40337   22.75422   -19.07533   -0.18979
2464198.19920   -96103489.50013   -115241656.54040   801593.40413   22.87370   -18.93296   -0.19079
2464198.56456   -95380272.29421   -115836471.73382   795561.09308   22.99229   -18.78984   -0.19178
2464198.92993   -94653329.08716   -116426761.81027   789497.70367   23.11000   -18.64598   -0.19276
2464199.29530   -93922688.01800   -117012503.39192   783403.47062   23.22681   -18.50138   -0.19373
2464199.66066   -93188377.37288   -117593673.27377   777278.62986   23.34272   -18.35605   -0.19470
2464200.02603   -92450425.58402   -118170248.42455   771123.41854   23.45773   -18.20999   -0.19566
2464200.39139   -91708861.22869   -118742205.98770   764938.07502   23.57183   -18.06320   -0.19661
2464200.75676   -90963713.02817   -119309523.28225   758722.83887   23.68501   -17.91570   -0.19756
2464201.12212   -90215009.84668   -119872177.80374   752477.95083   23.79728   -17.76749   -0.19849
2464201.48749   -89462780.69034   -120430147.22515   746203.65285   23.90863   -17.61858   -0.19942
2464201.85285   -88707054.70609   -120983409.39776   739900.18804   24.01905   -17.46896   -0.20034
2464202.21822   -87947861.18063   -121531942.35208   733567.80068   24.12854   -17.31865   -0.20125
2464202.58358   -87185229.53934   -122075724.29875   727206.73620   24.23709   -17.16766   -0.20216
2464202.94895   -86419189.34520   -122614733.62938   720817.24118   24.34470   -17.01598   -0.20306
2464203.31431   -85649770.29771   -123148948.91746   714399.56336   24.45137   -16.86362   -0.20395
2464203.67968   -84877002.23180   -123678348.91921   707953.95157   24.55710   -16.71059   -0.20483
2464204.04505   -84100915.11670   -124202912.57448   701480.65580   24.66187   -16.55690   -0.20570
2464204.41041   -83321539.05488   -124722619.00757   694979.92712   24.76568   -16.40255   -0.20657
2464204.77578   -82538904.28092   -125237447.52810   688452.01772   24.86853   -16.24755   -0.20743
2464205.14114   -81753041.16039   -125747377.63186   681897.18087   24.97042   -16.09190   -0.20828
2464205.50651   -80963980.18874   -126252389.00163   675315.67094   25.07134   -15.93561   -0.20912
2464205.87187   -80171751.99017   -126752461.50805   668707.74336   25.17128   -15.77868   -0.20995
2464206.23724   -79376387.31651   -127247575.21040   662073.65464   25.27025   -15.62112   -0.21078
2464206.60260   -78577917.04604   -127737710.35747   655413.66231   25.36824   -15.46294   -0.21159
2464206.96797   -77776372.18241   -128222847.38832   648728.02500   25.46524   -15.30414   -0.21240
2464207.33333   -76971783.85345   -128702966.93314   642017.00232   25.56125   -15.14474   -0.21320
2464207.69870   -76164183.31003   -129178049.81401   635280.85494   25.65627   -14.98472   -0.21400
2464208.06406   -75353601.92491   -129648077.04572   628519.84454   25.75030   -14.82411   -0.21478
2464208.42943   -74540071.19156   -130113029.83653   621734.23381   25.84332   -14.66290   -0.21556
2464208.79479   -73723622.72299   -130572889.58900   614924.28642   25.93534   -14.50111   -0.21633
2464209.16016   -72904288.25060   -131027637.90071   608090.26705   26.02635   -14.33874   -0.21708
2464209.52553   -72082099.62298   -131477256.56504   601232.44134   26.11635   -14.17579   -0.21783
2464209.89089   -71257088.80473   -131921727.57197   594351.07591   26.20533   -14.01228   -0.21858
2464210.25626   -70429287.87527   -132361033.10876   587446.43834   26.29329   -13.84820   -0.21931
2464210.62162   -69598729.02766   -132795155.56079   580518.79713   26.38023   -13.68357   -0.22004
2464210.98699   -68765444.56738   -133224077.51220   573568.42175   26.46615   -13.51839   -0.22075
2464211.35235   -67929466.91112   -133647781.74672   566595.58259   26.55103   -13.35267   -0.22146
2464211.71772   -67090828.58561   -134066251.24829   559600.55094   26.63489   -13.18641   -0.22216
2464212.08308   -66249562.22636   -134479469.20189   552583.59903   26.71770   -13.01962   -0.22285
2464212.44845   -65405700.57648   -134887418.99417   545544.99995   26.79948   -12.85230   -0.22353
2464212.81381   -64559276.48543   -135290084.21418   538485.02771   26.88021   -12.68447   -0.22421
2464213.17918   -63710322.90778   -135687448.65407   531403.95717   26.95990   -12.51613   -0.22487
2464213.54454   -62858872.90202   -136079496.30980   524302.06407   27.03853   -12.34729   -0.22553
2464213.90991   -62004959.62929   -136466211.38177   517179.62501   27.11612   -12.17794   -0.22617
2464214.27528   -61148616.35214   -136847578.27555   510036.91744   27.19264   -12.00811   -0.22681
2464214.64064   -60289876.43328   -137223581.60251   502874.21962   27.26811   -11.83779   -0.22744
2464215.00601   -59428773.33434   -137594206.18053   495691.81065   27.34251   -11.66699   -0.22806
2464215.37137   -58565340.61462   -137959437.03457   488489.97046   27.41585   -11.49572   -0.22867
2464215.73674   -57699611.92979   -138319259.39740   481268.97977   27.48812   -11.32399   -0.22928
2464216.10210   -56831621.03067   -138673658.71021   474029.12008   27.55932   -11.15179   -0.22987
2464216.46747   -55961401.76193   -139022620.62321   466770.67369   27.62944   -10.97915   -0.23046
2464216.83283   -55088988.06084   -139366130.99631   459493.92368   27.69849   -10.80606   -0.23103
2464217.19820   -54214413.95594   -139704175.89970   452199.15387   27.76646   -10.63253   -0.23160
2464217.56356   -53337713.56584   -140036741.61445   444886.64884   27.83334   -10.45857   -0.23216
2464217.92893   -52458921.09784   -140363814.63315   437556.69392   27.89913   -10.28419   -0.23270
2464218.29429   -51578070.84671   -140685381.66046   430209.57515   27.96384   -10.10939   -0.23324
2464218.65966   -50695197.19337   -141001429.61375   422845.57931   28.02746   -9.93417   -0.23378
2464219.02503   -49810334.60356   -141311945.62361   415464.99387   28.08998   -9.75856   -0.23430
2464219.39039   -48923517.62659   -141616917.03448   408068.10700   28.15140   -9.58254   -0.23481
2464219.75576   -48034780.89399   -141916331.40518   400655.20757   28.21173   -9.40613   -0.23531
2464220.12112   -47144159.11821   -142210176.50947   393226.58510   28.27095   -9.22934   -0.23581
2464220.48649   -46251687.09131   -142498440.33663   385782.52980   28.32907   -9.05217   -0.23629
2464220.85185   -45357399.68363   -142781111.09194   378323.33253   28.38608   -8.87463   -0.23677
2464221.21722   -44461331.84247   -143058177.19726   370849.28476   28.44198   -8.69673   -0.23723
2464221.58258   -43563518.59077   -143329627.29153   363360.67863   28.49677   -8.51847   -0.23769
2464221.94795   -42663995.02574   -143595450.23129   355857.80687   28.55045   -8.33986   -0.23814
2464222.31331   -41762796.31760   -143855635.09121   348340.96286   28.60301   -8.16090   -0.23858
2464222.67868   -40859957.70815   -144110171.16455   340810.44052   28.65445   -7.98161   -0.23901
2464223.04404   -39955514.50950   -144359047.96368   333266.53440   28.70477   -7.80200   -0.23942
2464223.40941   -39049502.10268   -144602255.22055   325709.53961   28.75397   -7.62205   -0.23984
2464223.77477   -38141955.93630   -144839782.88719   318139.75183   28.80204   -7.44180   -0.24024
2464224.14014   -37232911.52522   -145071621.13615   310557.46727   28.84899   -7.26124   -0.24063
2464224.50551   -36322404.44915   -145297760.36096   302962.98272   28.89480   -7.08037   -0.24101
2464224.87087   -35410470.35132   -145518191.17659   295356.59546   28.93949   -6.89921   -0.24138
2464225.23624   -34497144.93711   -145732904.41992   287738.60332   28.98304   -6.71777   -0.24175
2464225.60160   -33582463.97266   -145941891.15012   280109.30462   29.02546   -6.53604   -0.24210
2464225.96697   -32666463.28354   -146145142.64910   272468.99817   29.06674   -6.35404   -0.24244
2464226.33233   -31749178.75335   -146342650.42197   264817.98328   29.10688   -6.17178   -0.24278
2464226.69770   -30830646.32233   -146534406.19738   257156.55972   29.14588   -5.98925   -0.24310
2464227.06306   -29910901.98602   -146720401.92796   249485.02774   29.18374   -5.80648   -0.24342
2464227.42843   -28989981.79382   -146900629.79072   241803.68801   29.22045   -5.62346   -0.24373
2464227.79379   -28067921.84767   -147075082.18742   234112.84166   29.25602   -5.44020   -0.24402
2464228.15916   -27144758.30060   -147243751.74493   226412.79025   29.29044   -5.25671   -0.24431
2464228.52452   -26220527.35536   -147406631.31565   218703.83573   29.32371   -5.07300   -0.24459
2464228.88989   -25295265.26305   -147563713.97781   210986.28048   29.35583   -4.88908   -0.24486
2464229.25526   -24369008.32167   -147714993.03586   203260.42725   29.38680   -4.70494   -0.24511
2464229.62062   -23441792.87475   -147860462.02080   195526.57918   29.41662   -4.52061   -0.24536
2464229.98599   -22513655.30997   -148000114.69051   187785.03979   29.44528   -4.33608   -0.24560
2464230.35135   -21584632.05769   -148133945.03008   180036.11292   29.47279   -4.15136   -0.24583
2464230.71672   -20654759.58959   -148261947.25213   172280.10280   29.49914   -3.96646   -0.24605
2464231.08208   -19724074.41724   -148384115.79713   164517.31397   29.52433   -3.78139   -0.24626
2464231.44745   -18792613.09069   -148500445.33365   156748.05128   29.54836   -3.59615   -0.24646
2464231.81281   -17860412.19705   -148610930.75870   148972.61990   29.57124   -3.41076   -0.24665
2464232.17818   -16927508.35906   -148715567.19802   141191.32531   29.59294   -3.22521   -0.24683
2464232.54354   -15993938.23370   -148814350.00629   133404.47325   29.61349   -3.03953   -0.24700
2464232.90891   -15059738.51071   -148907274.76748   125612.36976   29.63287   -2.85370   -0.24717
2464233.27427   -14124945.91124   -148994337.29501   117815.32112   29.65109   -2.66775   -0.24732
2464233.63964   -13189597.18634   -149075533.63210   110013.63387   29.66814   -2.48167   -0.24746
2464234.00501   -12253729.11557   -149150860.05192   102207.61479   29.68403   -2.29548   -0.24759
2464234.37037   -11317378.50560   -149220313.05787   94397.57088   29.69874   -2.10918   -0.24772
2464234.73574   -10380582.18868   -149283889.38379   86583.80936   29.71229   -1.92279   -0.24783
2464235.10110   -9443377.02130   -149341585.99416   78766.63764   29.72467   -1.73629   -0.24793
2464235.46647   -8505799.88270   -149393400.08431   70946.36332   29.73588   -1.54972   -0.24803
2464235.83183   -7567887.67342   -149439329.08062   63123.29421   29.74592   -1.36307   -0.24811
2464236.19720   -6629677.31390   -149479370.64070   55297.73824   29.75479   -1.17634   -0.24818
2464236.56256   -5691205.74299   -149513522.65357   47470.00352   29.76249   -0.98955   -0.24825
2464236.92793   -4752509.91653   -149541783.23981   39640.39830   29.76901   -0.80271   -0.24830
2464237.29329   -3813626.80589   -149564150.75174   31809.23096   29.77437   -0.61582   -0.24835
2464237.65866   -2874593.39652   -149580623.77356   23976.80998   29.77855   -0.42889   -0.24838
2464238.02402   -1935446.68650   -149591201.12148   16143.44397   29.78155   -0.24192   -0.24841
2464238.38939   -996223.68509   -149595881.84388   8309.44162   29.78338   -0.05493   -0.24842
2464238.75475   -56961.41127   -149594665.22138   475.11169   29.78404   0.13209   -0.24843
2464239.12012   882303.10771   -149587550.76702   -7359.23696   29.78353   0.31911   -0.24842
2464239.48549   1821532.83782   -149574538.22631   -15193.29543   29.78184   0.50614   -0.24841
2464239.85085   2760690.73964   -149555627.57733   -23026.75480   29.77897   0.69317   -0.24838
2464240.21622   3699739.76991   -149530819.03087   -30859.30607   29.77493   0.88018   -0.24835
2464240.58158   4638642.88290   -149500113.03041   -38690.64025   29.76972   1.06718   -0.24831
2464240.94695   5577363.03196   -149463510.25229   -46520.44834   29.76333   1.25415   -0.24825
2464241.31231   6515863.17091   -149421011.60568   -54348.42134   29.75576   1.44109   -0.24819
2464241.67768   7454106.25555   -149372618.23270   -62174.25027   29.74703   1.62799   -0.24812
2464242.04304   8392055.24513   -149318331.50839   -69997.62617   29.73711   1.81484   -0.24804
2464242.40841   9329673.10377   -149258153.04081   -77818.24012   29.72603   2.00164   -0.24794
2464242.77377   10266922.80197   -149192084.67102   -85635.78327   29.71376   2.18838   -0.24784
2464243.13914   11203767.31809   -149120128.47307   -93449.94683   29.70033   2.37504   -0.24773
2464243.50450   12140169.63977   -149042286.75408   -101260.42206   29.68572   2.56163   -0.24761
2464243.86987   13076092.76543   -148958562.05414   -109066.90035   29.66994   2.74814   -0.24748
2464244.23524   14011499.70574   -148868957.14635   -116869.07317   29.65298   2.93455   -0.24733
2464244.60060   14946353.48510   -148773475.03681   -124666.63210   29.63486   3.12087   -0.24718
2464244.96597   15880617.14309   -148672118.96451   -132459.26887   29.61556   3.30707   -0.24702
2464245.33133   16814253.73595   -148564892.40136   -140246.67533   29.59509   3.49317   -0.24685
2464245.69670   17747226.33806   -148451799.05211   -148028.54348   29.57345   3.67914   -0.24667
2464246.06206   18679498.04343   -148332842.85427   -155804.56549   29.55064   3.86499   -0.24648
2464246.42743   19611031.96710   -148208027.97807   -163574.43372   29.52666   4.05070   -0.24628
2464246.79279   20541791.24673   -148077358.82635   -171337.84068   29.50151   4.23626   -0.24607
2464247.15816   21471739.04396   -147940840.03447   -179094.47911   29.47520   4.42168   -0.24585
2464247.52352   22400838.54595   -147798476.47023   -186844.04197   29.44771   4.60693   -0.24562
2464247.88889   23329052.96684   -147650273.23376   -194586.22242   29.41906   4.79203   -0.24538
2464248.25425   24256345.54922   -147496235.65737   -202320.71387   29.38925   4.97694   -0.24513
2464248.61962   25182679.56561   -147336369.30544   -210047.20997   29.35827   5.16168   -0.24488
2464248.98498   26108018.31990   -147170679.97429   -217765.40466   29.32613   5.34623   -0.24461
2464249.35035   27032325.14889   -146999173.69203   -225474.99212   29.29283   5.53059   -0.24433
2464249.71572   27955563.42369   -146821856.71837   -233175.66683   29.25836   5.71474   -0.24404
2464250.08108   28877696.55126   -146638735.54450   -240867.12358   29.22274   5.89869   -0.24375
2464250.44645   29798687.97582   -146449816.89289   -248549.05745   29.18596   6.08242   -0.24344
2464250.81181   30718501.18036   -146255107.71711   -256221.16386   29.14802   6.26592   -0.24312
2464251.17718   31637099.68811   -146054615.20161   -263883.13856   29.10892   6.44919   -0.24280
2464251.54254   32554447.06400   -145848346.76155   -271534.67764   29.06867   6.63223   -0.24246
2464251.90791   33470506.91612   -145636310.04259   -279175.47757   29.02727   6.81501   -0.24211
2464252.27327   34385242.89722   -145418512.92062   -286805.23516   28.98471   6.99755   -0.24176
2464252.63864   35298618.70615   -145194963.50157   -294423.64764   28.94101   7.17982   -0.24140
2464253.00400   36210598.08934   -144965670.12114   -302030.41262   28.89615   7.36183   -0.24102
2464253.36937   37121144.84227   -144730641.34458   -309625.22812   28.85015   7.54356   -0.24064
2464253.73473   38030222.81093   -144489885.96639   -317207.79257   28.80300   7.72500   -0.24024
2464254.10010   38937795.89327   -144243413.01006   -324777.80486   28.75471   7.90616   -0.23984
2464254.46547   39843828.04070   -143991231.72783   -332334.96431   28.70528   8.08702   -0.23943
2464254.83083   40748283.25953   -143733351.60033   -339878.97068   28.65470   8.26758   -0.23901
2464255.19620   41651125.61243   -143469782.33632   -347409.52425   28.60299   8.44782   -0.23858
2464255.56156   42552319.21987   -143200533.87240   -354926.32572   28.55014   8.62775   -0.23814
2464255.92693   43451828.26165   -142925616.37264   -362429.07633   28.49616   8.80735   -0.23768
2464256.29229   44349616.97827   -142645040.22828   -369917.47782   28.44104   8.98662   -0.23723
2464256.65766   45245649.67244   -142358816.05742   -377391.23243   28.38479   9.16554   -0.23676
2464257.02302   46139890.71052   -142066954.70461   -384850.04294   28.32741   9.34412   -0.23628
2464257.38839   47032304.52397   -141769467.24053   -392293.61268   28.26891   9.52235   -0.23579
2464257.75375   47922855.61080   -141466364.96163   -399721.64554   28.20928   9.70021   -0.23529
2464258.11912   48811508.53702   -141157659.38974   -407133.84595   28.14853   9.87771   -0.23479
2464258.48448   49698227.93811   -140843362.27168   -414529.91894   28.08666   10.05482   -0.23427
2464258.84985   50582978.52041   -140523485.57888   -421909.57013   28.02367   10.23156   -0.23374
2464259.21522   51465725.06264   -140198041.50698   -429272.50575   27.95956   10.40790   -0.23321
2464259.58058   52346432.41726   -139867042.47537   -436618.43263   27.89434   10.58385   -0.23267
2464259.94595   53225065.51199   -139530501.12683   -443947.05823   27.82802   10.75939   -0.23211
2464260.31131   54101589.35117   -139188430.32706   -451258.09065   27.76058   10.93453   -0.23155
2464260.67668   54975969.01725   -138840843.16423   -458551.23866   27.69203   11.10924   -0.23098
2464261.04204   55848169.67222   -138487752.94856   -465826.21167   27.62239   11.28353   -0.23040
2464261.40741   56718156.55900   -138129173.21183   -473082.71977   27.55164   11.45738   -0.22981
2464261.77277   57585895.00292   -137765117.70694   -480320.47375   27.47979   11.63079   -0.22921
2464262.13814   58451350.41310   -137395600.40739   -487539.18507   27.40685   11.80376   -0.22860
2464262.50350   59314488.28389   -137020635.50681   -494738.56595   27.33281   11.97628   -0.22798
2464262.86887   60175274.19633   -136640237.41847   -501918.32928   27.25769   12.14833   -0.22735
2464263.23423   61033673.81950   -136254420.77476   -509078.18871   27.18148   12.31992   -0.22672
2464263.59960   61889652.91198   -135863200.42667   -516217.85865   27.10418   12.49103   -0.22607
2464263.96496   62743177.32325   -135466591.44329   -523337.05423   27.02580   12.66166   -0.22542
2464264.33033   63594212.99510   -135064609.11121   -530435.49140   26.94635   12.83181   -0.22476
2464264.69570   64442725.96304   -134657268.93405   -537512.88684   26.86581   13.00145   -0.22409
2464265.06106   65288682.35769   -134244586.63186   -544568.95805   26.78421   13.17060   -0.22341
2464265.42643   66132048.40621   -133826578.14054   -551603.42335   26.70154   13.33924   -0.22272
2464265.79179   66972790.43368   -133403259.61132   -558616.00185   26.61780   13.50736   -0.22202
2464266.15716   67810874.86447   -132974647.41014   -565606.41349   26.53299   13.67496   -0.22131
2464266.52252   68646268.22369   -132540758.11705   -572574.37906   26.44713   13.84203   -0.22059
2464266.88789   69478937.13851   -132101608.52564   -579519.62021   26.36021   14.00856   -0.21987
2464267.25325   70308848.33961   -131657215.64238   -586441.85944   26.27224   14.17456   -0.21914
2464267.61862   71135968.66252   -131207596.68607   -593340.82012   26.18321   14.34000   -0.21839
2464267.98398   71960265.04899   -130752769.08713   -600216.22652   26.09315   14.50489   -0.21764
2464268.34935   72781704.54840   -130292750.48704   -607067.80379   26.00203   14.66921   -0.21688
2464268.71471   73600254.31912   -129827558.73761   -613895.27801   25.90988   14.83296   -0.21611
2464269.08008   74415881.62985   -129357211.90039   -620698.37617   25.81669   14.99614   -0.21534
2464269.44545   75228553.86101   -128881728.24597   -627476.82619   25.72247   15.15874   -0.21455
2464269.81081   76038238.50610   -128401126.25332   -634230.35693   25.62722   15.32074   -0.21376
2464270.17618   76844903.17303   -127915424.60909   -640958.69822   25.53095   15.48215   -0.21295
2464270.54154   77648515.58551   -127424642.20692   -647661.58084   25.43365   15.64296   -0.21214
2464270.90691   78449043.58437   -126928798.14674   -654338.73655   25.33533   15.80316   -0.21132
2464271.27227   79246455.12889   -126427911.73407   -660989.89810   25.23601   15.96274   -0.21049
2464271.63764   80040718.29818   -125922002.47926   -667614.79925   25.13567   16.12171   -0.20966
2464272.00300   80831801.29249   -125411090.09681   -674213.17475   25.03432   16.28004   -0.20881
2464272.36837   81619672.43455   -124895194.50459   -680784.76038   24.93197   16.43774   -0.20796
2464272.73373   82404300.17088   -124374335.82312   -687329.29296   24.82863   16.59480   -0.20709
2464273.09910   83185653.07311   -123848534.37479   -693846.51035   24.72428   16.75121   -0.20622
2464273.46446   83963699.83935   -123317810.68310   -700336.15145   24.61895   16.90696   -0.20535
2464273.82983   84738409.29543   -122782185.47192   -706797.95626   24.51263   17.06206   -0.20446
2464274.19520   85509750.39624   -122241679.66463   -713231.66581   24.40533   17.21649   -0.20356
2464274.56056   86277692.22707   -121696314.38339   -719637.02226   24.29705   17.37024   -0.20266
2464274.92593   87042204.00484   -121146110.94833   -726013.76885   24.18780   17.52332   -0.20175
2464275.29129   87803255.07944   -120591090.87672   -732361.64992   24.07758   17.67571   -0.20083
2464275.65666   88560814.93501   -120031275.88216   -738680.41094   23.96639   17.82741   -0.19990
2464276.02202   89314853.19121   -119466687.87375   -744969.79851   23.85424   17.97841   -0.19897
2464276.38739   90065339.60454   -118897348.95526   -751229.56038   23.74114   18.12871   -0.19802
2464276.75275   90812244.06956   -118323281.42426   -757459.44543   23.62708   18.27830   -0.19707
2464277.11812   91555536.62018   -117744507.77130   -763659.20372   23.51207   18.42717   -0.19611
2464277.48348   92295187.43096   -117161050.67905   -769828.58648   23.39612   18.57532   -0.19515
2464277.84885   93031166.81831   -116572933.02136   -775967.34612   23.27923   18.72274   -0.19417
2464278.21421   93763445.24179   -115980177.86248   -782075.23624   23.16141   18.86942   -0.19319
2464278.57958   94491993.30533   -115382808.45609   -788152.01166   23.04265   19.01537   -0.19220
2464278.94494   95216781.75848   -114780848.24444   -794197.42839   22.92297   19.16057   -0.19120
2464279.31031   95937781.49766   -114174320.85745   -800211.24369   22.80238   19.30502   -0.19019
2464279.67568   96654963.56737   -113563250.11176   -806193.21603   22.68086   19.44871   -0.18918
2464280.04104   97368299.16144   -112947660.00986   -812143.10516   22.55843   19.59163   -0.18816
2464280.40641   98077759.62423   -112327574.73909   -818060.67205   22.43510   19.73379   -0.18713
2464280.77177   98783316.45185   -111703018.67078   -823945.67895   22.31087   19.87517   -0.18609
2464281.13714   99484941.29339   -111074016.35925   -829797.88940   22.18574   20.01577   -0.18505
2464281.50250   100182605.95208   -110440592.54084   -835617.06820   22.05972   20.15558   -0.18400
2464281.86787   100876282.38653   -109802772.13302   -841402.98146   21.93281   20.29460   -0.18294
2464282.23323   101565942.71189   -109160580.23332   -847155.39660   21.80502   20.43281   -0.18187
2464282.59860   102251559.20106   -108514042.11843   -852874.08235   21.67635   20.57023   -0.18080
2464282.96396   102933104.28585   -107863183.24318   -858558.80875   21.54681   20.70683   -0.17972
2464283.32933   103610550.55817   -107208029.23952   -864209.34721   21.41641   20.84262   -0.17863
2464283.69469   104283870.77117   -106548605.91556   -869825.47046   21.28514   20.97759   -0.17754
2464284.06006   104953037.84042   -105884939.25453   -875406.95259   21.15302   21.11173   -0.17644
2464284.42543   105618024.84507   -105217055.41374   -880953.56905   21.02004   21.24504   -0.17533
2464284.79079   106278805.02900   -104544980.72361   -886465.09667   20.88622   21.37751   -0.17421
2464285.15616   106935351.80191   -103868741.68658   -891941.31367   20.75156   21.50914   -0.17309
2464285.52152   107587638.74054   -103188364.97608   -897381.99965   20.61607   21.63992   -0.17196
2464285.88689   108235639.58971   -102503877.43548   -902786.93561   20.47974   21.76985   -0.17082
2464286.25225   108879328.26353   -101815306.07703   -908155.90398   20.34259   21.89892   -0.16968
2464286.61762   109518678.84642   -101122678.08079   -913488.68859   20.20462   22.02712   -0.16853
2464286.98298   110153665.59430   -100426020.79357   -918785.07472   20.06584   22.15445   -0.16737
2464287.34835   110784262.93564   -99725361.72782   -924044.84908   19.92625   22.28091   -0.16620
2464287.71371   111410445.47259   -99020728.56053   -929267.79981   19.78585   22.40649   -0.16503
2464288.07908   112032187.98202   -98312149.13218   -934453.71655   19.64466   22.53118   -0.16385
2464288.44444   112649465.41666   -97599651.44560   -939602.39037   19.50268   22.65498   -0.16267
2464288.80981   113262252.90612   -96883263.66485   -944713.61382   19.35991   22.77789   -0.16148
2464289.17518   113870525.75799   -96163014.11411   -949787.18096   19.21637   22.89989   -0.16028
2464289.54054   114474259.45888   -95438931.27657   -954822.88731   19.07204   23.02099   -0.15908
2464289.90591   115073429.67550   -94711043.79324   -959820.52992   18.92695   23.14118   -0.15787
2464290.27127   115668012.25566   -93979380.46188   -964779.90732   18.78110   23.26045   -0.15665
2464290.63664   116257983.22933   -93243970.23577   -969700.81960   18.63449   23.37880   -0.15543
2464291.00200   116843318.80970   -92504842.22264   -974583.06833   18.48713   23.49623   -0.15420
2464291.36737   117423995.39414   -91762025.68342   -979426.45667   18.33902   23.61273   -0.15296
2464291.73273   117999989.56528   -91015550.03111   -984230.78928   18.19017   23.72829   -0.15172
2464292.09810   118571278.09196   -90265444.82961   -988995.87239   18.04059   23.84291   -0.15048
2464292.46346   119137837.93028   -89511739.79252   -993721.51380   17.89028   23.95659   -0.14922
2464292.82883   119699646.22454   -88754464.78194   -998407.52286   17.73925   24.06932   -0.14796
2464293.19419   120256680.30828   -87993649.80726   -1003053.71053   17.58750   24.18109   -0.14670
2464293.55956   120808917.70521   -87229325.02400   -1007659.88932   17.43505   24.29191   -0.14542
2464293.92492   121356336.13021   -86461520.73255   -1012225.87335   17.28189   24.40176   -0.14415
2464294.29029   121898913.49029   -85690267.37696   -1016751.47836   17.12803   24.51065   -0.14286
2464294.65566   122436627.88550   -84915595.54373   -1021236.52167   16.97348   24.61856   -0.14157
2464295.02102   122969457.60994   -84137535.96056   -1025680.82223   16.81825   24.72549   -0.14028
2464295.38639   123497381.15266   -83356119.49511   -1030084.20063   16.66233   24.83145   -0.13898
