




Julian Date (days)   sc_2_X (km)   sc_2_Y (km)   sc_2_Z (km)   sc_2_V_X (km/s)   sc_2_V_Y (km/s)   sc_2_V_Z (km/s)
2464075.43644   -50001061.58217   140236884.74101   -1221524.23234   -28.17921   -10.07503   -0.04474
2464075.80180   -50888715.36230   139916356.70603   -1222910.84239   -28.11524   -10.25266   -0.04319
2464076.16717   -51774334.14473   139590233.53179   -1224248.54926   -28.05015   -10.42987   -0.04164
2464076.53253   -52657882.48208   139258528.17282   -1225537.29868   -27.98393   -10.60667   -0.04009
2464076.89790   -53539325.00988   138921253.81046   -1226777.03838   -27.91660   -10.78305   -0.03853
2464077.26326   -54418626.44800   138578423.85233   -1227967.71807   -27.84815   -10.95901   -0.03698
2464077.62863   -55295751.60220   138230051.93175   -1229109.28946   -27.77858   -11.13452   -0.03542
2464077.99399   -56170665.36553   137876151.90723   -1230201.70624   -27.70790   -11.30960   -0.03386
2464078.35936   -57043332.71986   137516737.86190   -1231244.92411   -27.63611   -11.48422   -0.03230
2464078.72472   -57913718.73728   137151824.10289   -1232238.90073   -27.56322   -11.65838   -0.03074
2464079.09009   -58781788.58164   136781425.16079   -1233183.59579   -27.48922   -11.83209   -0.02917
2464079.45546   -59647507.50993   136405555.78904   -1234078.97097   -27.41413   -12.00531   -0.02761
2464079.82082   -60510840.87380   136024230.96331   -1234924.98994   -27.33793   -12.17807   -0.02604
2464080.18619   -61371754.12095   135637465.88090   -1235721.61838   -27.26064   -12.35033   -0.02448
2464080.55155   -62230212.79662   135245275.96010   -1236468.82397   -27.18227   -12.52211   -0.02291
2464080.91692   -63086182.54500   134847676.83959   -1237166.57639   -27.10280   -12.69338   -0.02134
2464081.28228   -63939629.11071   134444684.37776   -1237814.84734   -27.02225   -12.86415   -0.01977
2464081.64765   -64790518.34016   134036314.65205   -1238413.61052   -26.94061   -13.03440   -0.01820
2464082.01301   -65638816.18307   133622583.95832   -1238962.84163   -26.85790   -13.20414   -0.01663
2464082.37838   -66484488.69381   133203508.81016   -1239462.51839   -26.77412   -13.37335   -0.01506
2464082.74374   -67327502.03286   132779105.93818   -1239912.62052   -26.68926   -13.54202   -0.01349
2464083.10911   -68167822.46824   132349392.28936   -1240313.12977   -26.60333   -13.71015   -0.01191
2464083.47447   -69005416.37687   131914385.02634   -1240664.02987   -26.51635   -13.87774   -0.01034
2464083.83984   -69840250.24602   131474101.52667   -1240965.30661   -26.42829   -14.04477   -0.00877
2464084.20521   -70672290.67470   131028559.38212   -1241216.94774   -26.33919   -14.21124   -0.00719
2464084.57057   -71501504.37503   130577776.39796   -1241418.94306   -26.24903   -14.37714   -0.00562
2464084.93594   -72327858.17366   130121770.59220   -1241571.28438   -26.15781   -14.54246   -0.00404
2464085.30130   -73151319.01316   129660560.19482   -1241673.96551   -26.06556   -14.70721   -0.00247
2464085.66667   -73971853.95335   129194163.64705   -1241726.98229   -25.97226   -14.87137   -0.00089
2464086.03203   -74789430.17275   128722599.60060   -1241730.33256   -25.87792   -15.03493   0.00068
2464086.39740   -75604014.96989   128245886.91683   -1241684.01619   -25.78254   -15.19789   0.00226
2464086.76276   -76415575.76469   127764044.66604   -1241588.03506   -25.68614   -15.36024   0.00383
2464087.12813   -77224080.09984   127277092.12661   -1241442.39306   -25.58870   -15.52198   0.00541
2464087.49349   -78029495.64213   126785048.78422   -1241247.09611   -25.49025   -15.68310   0.00698
2464087.85886   -78831790.18381   126287934.33104   -1241002.15212   -25.39077   -15.84359   0.00855
2464088.22422   -79630931.64393   125785768.66490   -1240707.57103   -25.29028   -16.00344   0.01013
2464088.58959   -80426888.06967   125278571.88846   -1240363.36481   -25.18878   -16.16266   0.01170
2464088.95495   -81219627.63769   124766364.30836   -1239969.54741   -25.08627   -16.32123   0.01327
2464089.32032   -82009118.65544   124249166.43438   -1239526.13481   -24.98276   -16.47914   0.01485
2464089.68569   -82795329.56248   123726998.97856   -1239033.14501   -24.87825   -16.63639   0.01642
2464090.05105   -83578228.93182   123199882.85438   -1238490.59800   -24.77274   -16.79298   0.01799
2464090.41642   -84357785.47118   122667839.17582   -1237898.51580   -24.66625   -16.94890   0.01956
2464090.78178   -85133968.02433   122130889.25652   -1237256.92243   -24.55876   -17.10413   0.02113
2464091.14715   -85906745.57238   121589054.60885   -1236565.84392   -24.45030   -17.25868   0.02270
2464091.51251   -86676087.23507   121042356.94307   -1235825.30832   -24.34086   -17.41254   0.02427
2464091.87788   -87441962.27205   120490818.16632   -1235035.34565   -24.23045   -17.56570   0.02583
2464092.24324   -88204340.08413   119934460.38179   -1234195.98798   -24.11907   -17.71816   0.02740
2464092.60861   -88963190.21462   119373305.88774   -1233307.26936   -24.00673   -17.86991   0.02896
2464092.97397   -89718482.35053   118807377.17657   -1232369.22583   -23.89343   -18.02094   0.03053
2464093.33934   -90470186.32386   118236696.93390   -1231381.89545   -23.77917   -18.17125   0.03209
2464093.70470   -91218272.11285   117661288.03758   -1230345.31828   -23.66396   -18.32083   0.03365
2464094.07007   -91962709.84320   117081173.55673   -1229259.53636   -23.54781   -18.46967   0.03521
2464094.43544   -92703469.78936   116496376.75082   -1228124.59374   -23.43072   -18.61778   0.03677
2464094.80080   -93440522.37571   115906921.06861   -1226940.53645   -23.31269   -18.76513   0.03832
2464095.16617   -94173838.17781   115312830.14723   -1225707.41253   -23.19374   -18.91174   0.03988
2464095.53153   -94903387.92363   114714127.81114   -1224425.27199   -23.07385   -19.05759   0.04143
2464095.89690   -95629142.49473   114110838.07116   -1223094.16683   -22.95305   -19.20267   0.04298
2464096.26226   -96351072.92749   113502985.12341   -1221714.15104   -22.83133   -19.34698   0.04453
2464096.62763   -97069150.41433   112890593.34837   -1220285.28060   -22.70870   -19.49052   0.04608
2464096.99299   -97783346.30482   112273687.30974   -1218807.61345   -22.58516   -19.63327   0.04763
2464097.35836   -98493632.10696   111652291.75353   -1217281.20951   -22.46072   -19.77524   0.04917
2464097.72372   -99199979.48829   111026431.60690   -1215706.13070   -22.33539   -19.91642   0.05072
2464098.08909   -99902360.27710   110396131.97720   -1214082.44088   -22.20916   -20.05679   0.05226
2464098.45445   -100600746.46357   109761418.15083   -1212410.20589   -22.08205   -20.19636   0.05380
2464098.81982   -101295110.20093   109122315.59224   -1210689.49354   -21.95406   -20.33512   0.05533
2464099.18519   -101985423.80662   108478849.94282   -1208920.37361   -21.82520   -20.47307   0.05687
2464099.55055   -102671659.76339   107831047.01983   -1207102.91781   -21.69546   -20.61019   0.05840
2464099.91592   -103353790.72051   107178932.81531   -1205237.19985   -21.56486   -20.74648   0.05993
2464100.28128   -104031789.49481   106522533.49495   -1203323.29536   -21.43340   -20.88195   0.06145
2464100.64665   -104705629.07187   105861875.39704   -1201361.28192   -21.30108   -21.01657   0.06298
2464101.01201   -105375282.60706   105196985.03132   -1199351.23908   -21.16792   -21.15036   0.06450
2464101.37738   -106040723.42671   104527889.07787   -1197293.24833   -21.03392   -21.28329   0.06602
2464101.74274   -106701925.02916   103854614.38598   -1195187.39307   -20.89907   -21.41537   0.06753
2464102.10811   -107358861.08589   103177187.97302   -1193033.75866   -20.76340   -21.54659   0.06905
2464102.47347   -108011505.44253   102495637.02329   -1190832.43241   -20.62690   -21.67694   0.07056
2464102.83884   -108659832.12002   101809988.88690   -1188583.50351   -20.48957   -21.80643   0.07207
2464103.20420   -109303815.31559   101120271.07856   -1186287.06312   -20.35144   -21.93504   0.07357
2464103.56957   -109943429.40389   100426511.27648   -1183943.20429   -20.21249   -22.06277   0.07507
2464103.93493   -110578648.93796   99728737.32115   -1181552.02202   -20.07274   -22.18962   0.07657
2464104.30030   -111209448.65036   99026977.21419   -1179113.61318   -19.93219   -22.31557   0.07807
2464104.66567   -111835803.45412   98321259.11717   -1176628.07658   -19.79084   -22.44063   0.07956
2464105.03103   -112457688.44382   97611611.35039   -1174095.51291   -19.64871   -22.56479   0.08105
2464105.39640   -113075078.89656   96898062.39172   -1171516.02480   -19.50580   -22.68804   0.08254
2464105.76176   -113687950.27300   96180640.87537   -1168889.71672   -19.36212   -22.81038   0.08402
2464106.12713   -114296278.21837   95459375.59070   -1166216.69507   -19.21766   -22.93181   0.08550
2464106.49249   -114900038.56342   94734295.48099   -1163497.06813   -19.07244   -23.05232   0.08698
2464106.85786   -115499207.32543   94005429.64223   -1160730.94605   -18.92647   -23.17190   0.08845
2464107.22322   -116093760.70916   93272807.32186   -1157918.44085   -18.77974   -23.29055   0.08992
2464107.58859   -116683675.10785   92536457.91757   -1155059.66644   -18.63226   -23.40827   0.09138
2464107.95395   -117268927.10417   91796410.97605   -1152154.73859   -18.48405   -23.52505   0.09285
2464108.31932   -117849493.47113   91052696.19173   -1149203.77494   -18.33510   -23.64088   0.09430
2464108.68468   -118425351.17306   90305343.40554   -1146206.89495   -18.18543   -23.75576   0.09576
2464109.05005   -118996477.36654   89554382.60363   -1143164.21997   -18.03504   -23.86970   0.09721
2464109.41542   -119562849.40130   88799843.91612   -1140075.87318   -17.88392   -23.98267   0.09865
2464109.78078   -120124444.82115   88041757.61583   -1136941.97961   -17.73211   -24.09468   0.10010
2464110.14615   -120681241.36487   87280154.11699   -1133762.66611   -17.57958   -24.20573   0.10153
2464110.51151   -121233216.96713   86515063.97396   -1130538.06136   -17.42636   -24.31581   0.10297
2464110.87688   -121780349.75937   85746517.87996   -1127268.29587   -17.27246   -24.42490   0.10440
2464111.24224   -122322618.07065   84974546.66574   -1123953.50198   -17.11786   -24.53302   0.10582
2464111.60761   -122860000.42857   84199181.29829   -1120593.81381   -16.96259   -24.64016   0.10725
2464111.97297   -123392475.56008   83420452.87956   -1117189.36732   -16.80665   -24.74631   0.10866
2464112.33834   -123920022.39240   82638392.64511   -1113740.30025   -16.65004   -24.85146   0.11008
2464112.70370   -124442620.05376   81853031.96283   -1110246.75215   -16.49278   -24.95562   0.11148
2464113.06907   -124960247.87434   81064402.33158   -1106708.86433   -16.33486   -25.05878   0.11289
2464113.43443   -125472885.38704   80272535.37989   -1103126.77990   -16.17629   -25.16093   0.11429
2464113.79980   -125980512.32828   79477462.86460   -1099500.64377   -16.01709   -25.26207   0.11568
2464114.16517   -126483108.63887   78679216.66956   -1095830.60257   -15.85725   -25.36220   0.11707
2464114.53053   -126980654.46474   77877828.80426   -1092116.80473   -15.69679   -25.46131   0.11846
2464114.89590   -127473130.15776   77073331.40247   -1088359.40043   -15.53571   -25.55941   0.11984
2464115.26126   -127960516.27655   76265756.72092   -1084558.54159   -15.37401   -25.65647   0.12121
2464115.62663   -128442793.58717   75455137.13792   -1080714.38187   -15.21171   -25.75251   0.12258
2464115.99199   -128919943.06395   74641505.15199   -1076827.07669   -15.04881   -25.84752   0.12395
2464116.35736   -129391945.89024   73824893.38052   -1072896.78318   -14.88531   -25.94149   0.12531
2464116.72272   -129858783.45908   73005334.55836   -1068923.66020   -14.72123   -26.03442   0.12666
2464117.08809   -130320437.37403   72182861.53649   -1064907.86833   -14.55657   -26.12630   0.12801
2464117.45345   -130776889.44983   71357507.28058   -1060849.56985   -14.39134   -26.21714   0.12936
2464117.81882   -131228121.71313   70529304.86967   -1056748.92875   -14.22553   -26.30693   0.13070
2464118.18418   -131674116.40319   69698287.49471   -1052606.11071   -14.05917   -26.39567   0.13203
2464118.54955   -132114855.97259   68864488.45721   -1048421.28311   -13.89226   -26.48334   0.13336
2464118.91491   -132550323.08790   68027941.16786   -1044194.61499   -13.72480   -26.56996   0.13469
2464119.28028   -132980500.63036   67188679.14504   -1039926.27709   -13.55680   -26.65551   0.13601
2464119.64565   -133405371.69655   66346736.01352   -1035616.44179   -13.38826   -26.73999   0.13732
2464120.01101   -133824919.59903   65502145.50296   -1031265.28314   -13.21920   -26.82341   0.13863
2464120.37638   -134239127.86704   64654941.44656   -1026872.97686   -13.04963   -26.90574   0.13993
2464120.74174   -134647980.24705   63805157.77960   -1022439.70027   -12.87954   -26.98700   0.14123
2464121.10711   -135051460.70346   62952828.53801   -1017965.63237   -12.70894   -27.06718   0.14252
2464121.47247   -135449553.41920   62097987.85700   -1013450.95376   -12.53785   -27.14628   0.14380
2464121.83784   -135842242.79633   61240669.96955   -1008895.84668   -12.36627   -27.22429   0.14508
2464122.20320   -136229513.45662   60380909.20505   -1004300.49496   -12.19420   -27.30120   0.14635
2464122.56857   -136611350.24218   59518739.98778   -999665.08406   -12.02165   -27.37703   0.14762
2464122.93393   -136987738.21603   58654196.83558   -994989.80101   -11.84864   -27.45176   0.14888
2464123.29930   -137358662.66263   57787314.35828   -990274.83446   -11.67516   -27.52539   0.15014
2464123.66466   -137724109.08848   56918127.25634   -985520.37460   -11.50123   -27.59791   0.15139
2464124.03003   -138084063.22268   56046670.31937   -980726.61324   -11.32684   -27.66934   0.15263
2464124.39540   -138438511.01741   55172978.42466   -975893.74371   -11.15202   -27.73965   0.15387
2464124.76076   -138787438.64852   54297086.53576   -971021.96093   -10.97676   -27.80886   0.15510
2464125.12613   -139130832.51603   53419029.70098   -966111.46134   -10.80107   -27.87695   0.15632
2464125.49149   -139468679.24463   52538843.05193   -961162.44293   -10.62496   -27.94393   0.15754
2464125.85686   -139800965.68420   51656561.80208   -956175.10523   -10.44844   -28.00979   0.15875
2464126.22222   -140127678.91028   50772221.24528   -951149.64928   -10.27151   -28.07453   0.15996
2464126.58759   -140448806.22455   49885856.75425   -946086.27763   -10.09418   -28.13815   0.16116
2464126.95295   -140764335.15534   48997503.77917   -940985.19434   -9.91646   -28.20064   0.16235
2464127.31832   -141074253.45803   48107197.84615   -935846.60498   -9.73836   -28.26200   0.16354
2464127.68368   -141378549.11556   47214974.55575   -930670.71658   -9.55988   -28.32224   0.16472
2464128.04905   -141677210.33882   46320869.58154   -925457.73766   -9.38103   -28.38134   0.16589
2464128.41441   -141970225.56711   45424918.66859   -920207.87822   -9.20181   -28.43931   0.16705
2464128.77978   -142257583.46856   44527157.63193   -914921.34970   -9.02224   -28.49614   0.16821
2464129.14515   -142539272.94054   43627622.35518   -909598.36500   -8.84233   -28.55183   0.16937
2464129.51051   -142815283.11003   42726348.78891   -904239.13847   -8.66207   -28.60638   0.17051
2464129.87588   -143085603.33407   41823372.94929   -898843.88588   -8.48147   -28.65978   0.17165
2464130.24124   -143350223.20008   40918730.91647   -893412.82443   -8.30055   -28.71205   0.17278
2464130.60661   -143609132.52627   40012458.83316   -887946.17273   -8.11932   -28.76316   0.17391
2464130.97197   -143862321.36198   39104592.90310   -882444.15080   -7.93776   -28.81313   0.17503
2464131.33734   -144109779.98805   38195169.38956   -876906.98006   -7.75591   -28.86194   0.17614
2464131.70270   -144351498.91713   37284224.61384   -871334.88329   -7.57376   -28.90960   0.17724
2464132.06807   -144587468.89405   36371794.95375   -865728.08469   -7.39131   -28.95611   0.17834
2464132.43343   -144817680.89610   35457916.84211   -860086.80978   -7.20859   -29.00146   0.17943
2464132.79880   -145042126.13337   34542626.76527   -854411.28547   -7.02559   -29.04566   0.18051
2464133.16416   -145260796.04904   33625961.26153   -848701.74001   -6.84232   -29.08869   0.18159
2464133.52953   -145473682.31966   32707956.91971   -842958.40298   -6.65879   -29.13057   0.18265
2464133.89489   -145680776.85543   31788650.37757   -837181.50530   -6.47501   -29.17128   0.18371
2464134.26026   -145882071.80051   30868078.32032   -831371.27920   -6.29099   -29.21082   0.18477
2464134.62563   -146077559.53322   29946277.47911   -825527.95821   -6.10672   -29.24921   0.18581
2464134.99099   -146267232.66633   29023284.62952   -819651.77718   -5.92223   -29.28642   0.18685
2464135.35636   -146451084.04726   28099136.58999   -813742.97223   -5.73751   -29.32247   0.18788
2464135.72172   -146629106.75838   27173870.22038   -807801.78077   -5.55258   -29.35735   0.18890
2464136.08709   -146801294.11715   26247522.42038   -801828.44148   -5.36744   -29.39105   0.18992
2464136.45245   -146967639.67638   25320130.12803   -795823.19428   -5.18210   -29.42359   0.19093
2464136.81782   -147128137.22440   24391730.31817   -789786.28036   -4.99656   -29.45495   0.19193
2464137.18318   -147282780.78526   23462360.00094   -783717.94213   -4.81084   -29.48514   0.19292
2464137.54855   -147431564.61894   22532056.22024   -777618.42325   -4.62494   -29.51415   0.19391
2464137.91391   -147574483.22144   21600856.05223   -771487.96858   -4.43887   -29.54198   0.19488
2464138.27928   -147711531.32503   20668796.60377   -765326.82419   -4.25264   -29.56864   0.19585
2464138.64464   -147842703.89833   19735915.01091   -759135.23734   -4.06625   -29.59412   0.19681
2464139.01001   -147967996.14649   18802248.43739   -752913.45649   -3.87971   -29.61843   0.19777
2464139.37538   -148087403.51127   17867834.07306   -746661.73128   -3.69303   -29.64155   0.19871
2464139.74074   -148200921.67123   16932709.13242   -740380.31248   -3.50622   -29.66349   0.19965
2464140.10611   -148308546.54177   15996910.85302   -734069.45207   -3.31928   -29.68425   0.20058
2464140.47147   -148410274.27527   15060476.49400   -727729.40312   -3.13223   -29.70383   0.20150
2464140.83684   -148506101.26114   14123443.33452   -721360.41987   -2.94506   -29.72223   0.20242
2464141.20220   -148596024.12596   13185848.67228   -714962.75766   -2.75779   -29.73944   0.20332
2464141.56757   -148680039.73348   12247729.82191   -708536.67296   -2.57043   -29.75547   0.20422
2464141.93293   -148758145.18471   11309124.11354   -702082.42333   -2.38297   -29.77032   0.20511
2464142.29830   -148830337.81796   10370068.89122   -695600.26743   -2.19544   -29.78398   0.20599
2464142.66366   -148896615.20890   9430601.51139   -689090.46497   -2.00783   -29.79645   0.20686
2464143.02903   -148956975.17055   8490759.34139   -682553.27678   -1.82016   -29.80775   0.20772
2464143.39439   -149011415.75333   7550579.75790   -675988.96470   -1.63243   -29.81785   0.20858
2464143.75976   -149059935.24504   6610100.14545   -669397.79163   -1.44465   -29.82677   0.20943
2464144.12513   -149102532.17089   5669357.89485   -662780.02153   -1.25682   -29.83451   0.21027
2464144.49049   -149139205.29345   4728390.40171   -656135.91935   -1.06896   -29.84106   0.21110
2464144.85586   -149169953.61267   3787235.06491   -649465.75108   -0.88108   -29.84642   0.21192
2464145.22122   -149194776.36581   2845929.28505   -642769.78369   -0.69317   -29.85060   0.21273
2464145.58659   -149213673.02740   1904510.46297   -636048.28516   -0.50525   -29.85359   0.21354
2464145.95195   -149226643.30924   963015.99818   -629301.52444   -0.31732   -29.85540   0.21434
2464146.31732   -149233687.16026   21483.28741   -622529.77145   -0.12940   -29.85602   0.21512
2464146.68268   -149234804.76650   -920050.27699   -615733.29707   0.05852   -29.85545   0.21590
2464147.04805   -149229996.55103   -1861547.30848   -608912.37313   0.24641   -29.85370   0.21667
2464147.41341   -149219263.17382   -2802970.42792   -602067.27237   0.43429   -29.85076   0.21744
2464147.77878   -149202605.53167   -3744282.26504   -595198.26849   0.62213   -29.84664   0.21819
2464148.14414   -149180024.75809   -4685445.45997   -588305.63609   0.80993   -29.84134   0.21894
2464148.50951   -149151522.22320   -5626422.66476   -581389.65065   0.99768   -29.83485   0.21967
2464148.87487   -149117099.53354   -6567176.54485   -574450.58856   1.18538   -29.82717   0.22040
2464149.24024   -149076758.53199   -7507669.78062   -567488.72708   1.37302   -29.81832   0.22112
2464149.60561   -149030501.29760   -8447865.06890   -560504.34435   1.56058   -29.80828   0.22183
2464149.97097   -148978330.14542   -9387725.12443   -553497.71934   1.74807   -29.79706   0.22253
2464150.33634   -148920247.62634   -10327212.68141   -546469.13189   1.93548   -29.78466   0.22322
2464150.70170   -148856256.52690   -11266290.49498   -539418.86265   2.12279   -29.77107   0.22390
2464151.06707   -148786359.86912   -12204921.34273   -532347.19310   2.31001   -29.75631   0.22458
2464151.43243   -148710560.91027   -13143068.02617   -525254.40552   2.49711   -29.74037   0.22524
2464151.79780   -148628863.14270   -14080693.37228   -518140.78301   2.68411   -29.72325   0.22590
2464152.16316   -148541270.29360   -15017760.23495   -511006.60942   2.87098   -29.70495   0.22655
2464152.52853   -148447786.32476   -15954231.49650   -503852.16939   3.05772   -29.68547   0.22718
2464152.89389   -148348415.43235   -16890070.06916   -496677.74834   3.24432   -29.66482   0.22781
2464153.25926   -148243162.04669   -17825238.89658   -489483.63241   3.43078   -29.64300   0.22843
2464153.62462   -148132030.83194   -18759700.95528   -482270.10848   3.61709   -29.62000   0.22904
2464153.98999   -148015026.68589   -19693419.25616   -475037.46419   3.80324   -29.59583   0.22965
2464154.35536   -147892154.73967   -20626356.84595   -467785.98785   3.98922   -29.57049   0.23024
2464154.72072   -147763420.35742   -21558476.80875   -460515.96850   4.17503   -29.54398   0.23082
2464155.08609   -147628829.13607   -22489742.26742   -453227.69585   4.36066   -29.51630   0.23140
2464155.45145   -147488386.90497   -23420116.38513   -445921.46032   4.54610   -29.48745   0.23196
2464155.81682   -147342099.72563   -24349562.36679   -438597.55297   4.73134   -29.45743   0.23252
2464156.18218   -147189973.89136   -25278043.46051   -431256.26552   4.91638   -29.42626   0.23306
2464156.54755   -147032015.92694   -26205522.95912   -423897.89034   5.10121   -29.39391   0.23360
2464156.91291   -146868232.58831   -27131964.20154   -416522.72041   5.28582   -29.36041   0.23413
2464157.27828   -146698630.86218   -28057330.57435   -409131.04936   5.47021   -29.32575   0.23465
2464157.64364   -146523217.96570   -28981585.51314   -401723.17141   5.65436   -29.28992   0.23516
2464158.00901   -146342001.34609   -29904692.50404   -394299.38136   5.83828   -29.25294   0.23566
2464158.37437   -146154988.68022   -30826615.08515   -386859.97462   6.02195   -29.21481   0.23615
2464158.73974   -145962187.87429   -31747316.84794   -379405.24716   6.20536   -29.17552   0.23663
2464159.10511   -145763607.06337   -32666761.43878   -371935.49550   6.38851   -29.13508   0.23710
2464159.47047   -145559254.61105   -33584912.56030   -364451.01671   6.57139   -29.09349   0.23756
2464159.83584   -145349139.10897   -34501733.97289   -356952.10841   6.75400   -29.05075   0.23801
2464160.20120   -145133269.37644   -35417189.49609   -349439.06871   6.93632   -29.00687   0.23846
2464160.56657   -144911654.46000   -36331243.01003   -341912.19627   7.11835   -28.96184   0.23889
2464160.93193   -144684303.63294   -37243858.45688   -334371.79021   7.30009   -28.91566   0.23932
2464161.29730   -144451226.39490   -38154999.84226   -326818.15016   7.48152   -28.86835   0.23973
2464161.66266   -144212432.47140   -39064631.23663   -319251.57622   7.66264   -28.81990   0.24014
2464162.02803   -143967931.81334   -39972716.77676   -311672.36893   7.84344   -28.77032   0.24053
2464162.39339   -143717734.59654   -40879220.66711   -304080.82931   8.02391   -28.71960   0.24092
2464162.75876   -143461851.22129   -41784107.18126   -296477.25880   8.20405   -28.66774   0.24130
2464163.12412   -143200292.31178   -42687340.66327   -288861.95927   8.38385   -28.61476   0.24166
2464163.48949   -142933068.71566   -43588885.52915   -281235.23299   8.56330   -28.56065   0.24202
2464163.85485   -142660191.50352   -44488706.26818   -273597.38265   8.74240   -28.50542   0.24237
2464164.22022   -142381671.96834   -45386767.44438   -265948.71132   8.92113   -28.44906   0.24271
2464164.58559   -142097521.62495   -46283033.69785   -258289.52243   9.09950   -28.39159   0.24303
2464164.95095   -141807752.20957   -47177469.74616   -250620.11979   9.27749   -28.33299   0.24335
2464165.31632   -141512375.67916   -48070040.38576   -242940.80757   9.45510   -28.27328   0.24366
2464165.68168   -141211404.21094   -48960710.49331   -235251.89025   9.63232   -28.21246   0.24396
2464166.04705   -140904850.20180   -49849445.02712   -227553.67267   9.80914   -28.15053   0.24425
2464166.41241   -140592726.26772   -50736209.02844   -219846.45995   9.98556   -28.08749   0.24453
2464166.77778   -140275045.24319   -51620967.62288   -212130.55755   10.16157   -28.02335   0.24480
2464167.14314   -139951820.18064   -52503686.02177   -204406.27118   10.33716   -27.95810   0.24507
2464167.50851   -139623064.34981   -53384329.52347   -196673.90686   10.51233   -27.89176   0.24532
2464167.87387   -139288791.23719   -54262863.51476   -188933.77086   10.68706   -27.82432   0.24556
2464168.23924   -138949014.54535   -55139253.47220   -181186.16971   10.86136   -27.75579   0.24579
2464168.60460   -138603748.19236   -56013464.96342   -173431.41016   11.03521   -27.68616   0.24601
2464168.96997   -138253006.31114   -56885463.64849   -165669.79922   11.20861   -27.61545   0.24622
2464169.33534   -137896803.24882   -57755215.28126   -157901.64409   11.38156   -27.54366   0.24643
2464169.70070   -137535153.56611   -58622685.71068   -150127.25219   11.55404   -27.47078   0.24662
2464170.06607   -137168072.03661   -59487840.88210   -142346.93112   11.72604   -27.39682   0.24680
2464170.43143   -136795573.64619   -60350646.83864   -134560.98867   11.89757   -27.32179   0.24698
2464170.79680   -136417673.59228   -61211069.72244   -126769.73279   12.06861   -27.24569   0.24714
2464171.16216   -136034387.28321   -62069075.77601   -118973.47159   12.23916   -27.16852   0.24729
2464171.52753   -135645730.33753   -62924631.34355   -111172.51331   12.40922   -27.09028   0.24744
2464171.89289   -135251718.58330   -63777702.87218   -103367.16633   12.57876   -27.01098   0.24757
2464172.25826   -134852368.05738   -64628256.91331   -95557.73915   12.74780   -26.93062   0.24770
2464172.62362   -134447695.00473   -65476260.12389   -87744.54037   12.91631   -26.84921   0.24781
2464172.98899   -134037715.87769   -66321679.26768   -79927.87868   13.08430   -26.76674   0.24792
2464173.35435   -133622447.33527   -67164481.21657   -72108.06287   13.25176   -26.68323   0.24801
2464173.71972   -133201906.24238   -68004632.95181   -64285.40177   13.41869   -26.59867   0.24810
2464174.08509   -132776109.66911   -68842101.56531   -56460.20428   13.58506   -26.51307   0.24817
2464174.45045   -132345074.88997   -69676854.26088   -48632.77935   13.75089   -26.42643   0.24824
2464174.81582   -131908819.38316   -70508858.35551   -40803.43597   13.91616   -26.33875   0.24829
2464175.18118   -131467360.82975   -71338081.28060   -32972.48311   14.08086   -26.25005   0.24834
2464175.54655   -131020717.11298   -72164490.58320   -25140.22979   14.24500   -26.16032   0.24838
2464175.91191   -130568906.31741   -72988053.92729   -17306.98502   14.40856   -26.06956   0.24840
2464176.27728   -130111946.72818   -73808739.09497   -9473.05776   14.57153   -25.97778   0.24842
2464176.64264   -129649856.83019   -74626513.98772   -1638.75697   14.73392   -25.88499   0.24843
2464177.00801   -129182655.30732   -75441346.62761   6195.60843   14.89571   -25.79119   0.24842
2464177.37337   -128710361.04159   -76253205.15851   14029.72959   15.05690   -25.69638   0.24841
2464177.73874   -128232993.11237   -77062057.84734   21863.29771   15.21748   -25.60056   0.24839
2464178.10410   -127750570.79554   -77867873.08522   29696.00408   15.37744   -25.50374   0.24836
2464178.46947   -127263113.56269   -78670619.38872   37527.54007   15.53679   -25.40593   0.24831
2464178.83483   -126770641.08021   -79470265.40103   45357.59717   15.69551   -25.30712   0.24826
2464179.20020   -126273173.20854   -80266779.89315   53185.86695   15.85359   -25.20733   0.24820
2464179.56557   -125770730.00125   -81060131.76509   61012.04115   16.01104   -25.10655   0.24813
2464179.93093   -125263331.70419   -81850290.04703   68835.81161   16.16784   -25.00479   0.24805
2464180.29630   -124750998.75465   -82637223.90050   76656.87034   16.32399   -24.90206   0.24796
2464180.66166   -124233751.78045   -83420902.61953   84474.90950   16.47949   -24.79836   0.24786
2464181.02703   -123711611.59912   -84201295.63184   92289.62146   16.63432   -24.69368   0.24775
2464181.39239   -123184599.21693   -84978372.49997   100100.69872   16.78848   -24.58805   0.24763
2464181.75776   -122652735.82806   -85752102.92243   107907.83403   16.94196   -24.48145   0.24750
2464182.12312   -122116042.81369   -86522456.73484   115710.72032   17.09477   -24.37391   0.24736
2464182.48849   -121574541.74106   -87289403.91107   123509.05075   17.24689   -24.26541   0.24721
2464182.85385   -121028254.36259   -88052914.56437   131302.51872   17.39831   -24.15596   0.24705
2464183.21922   -120477202.61496   -88812958.94849   139090.81787   17.54904   -24.04558   0.24688
2464183.58458   -119921408.61814   -89569507.45879   146873.64211   17.69906   -23.93426   0.24670
2464183.94995   -119360894.67453   -90322530.63336   154650.68559   17.84838   -23.82200   0.24651
2464184.31532   -118795683.26795   -91071999.15411   162421.64279   17.99697   -23.70882   0.24632
